nombre_propietario,cedula,telefono,correo,direccion,placa,id,codigo_interno,fecha_registro,año,kilometraje,cilindraje,marca,combustible,tipo_transmision,traccion,uso,zona,falla_frenos,falla_motor,falla_llantas,falla_direccion,falla_suspension,falla_luces,falla_espejos,resultado
Sebastián Cruz,380658119,3108966567,sebastián.cruz841@gmail.com,,UWC400,1489,CDA-93765,2020/07/29,2006.0,146.4k km,,Peugeot,GASOLINA,tiptronic,RWD,particular,Urbano,false,true,no,,1,,no,0
,554397541,,guillermoávila290@correo.com,"Carrera 48 #87-31, Neiva",STW536,747,CDA-66689,2019-12-26,1996.0,200.760,1200,Peugeot,Electrico,AUTOMATICA,rwd,taxi,RURAL,true,no,false,,false,true,no,1
Carlos Martínez,99422183,3508907826,carlosmartínez219@gmail.com,"Avenida 24 #49-22, Armenia",ZLL936,1533,CDA-27852,2020-01-31,2008.0,438780,1000,Hyundai,Gasolina,Automatio,4x4,Publico,Mixto,no,no,yes,false,no,si,false,1
Felipe Ramos,1034318440,3184216030,feliperamos699@correo.com,"Circular 116 #11-90, Villavicencio",ASL151,1733,CDA-60775,02-04-2023,2020.0,99417,1500cc,Mazda,,manul,AWD,Taxi,mixto,si,false,,1,no,0,no,0
Natalia Reyes,151771660,3501020737,natalia-reyes733@correo.com,"Avenida 17 #89-75, Cartagena",UFL119,241,CDA-60773,18/06/2019,2012.0,137.203 km,2500cc,Mazda,hibrido,Tiptronic,fwd,Particular,URBANO,0,no,no,true,false,true,si,0
Laura García,887338712,3504779728,laura_garcía363@outlook.com,"Calle 119 #60-33, Cartagena",XTL444,1868,CDA-34054,10/06/2020,9999.0,802806 km,1300,Nissan,GNV,Tiptronic,RWD,Taxi,mixto,1,false,1,1,si,si,true,1
Patricia Díaz,649193169,3198548873,patricia_díaz350@hotmail.com,"Calle 96 #78-34, Armenia",LAK064,103,CDA-88890,25-05-2021,2016.0,179437,3000,Toyota,,Manual,4X4,público,Rural,,,,0,false,0,no,0
María López,498279172,3145016828,maría.lópez837@hotmail.com,"Carrera 54 #96-24, Bucaramanga",MZT 376,933,CDA-50352,2018-02-25,2000.0,339357,1600,Volkswagen,eléctrico,manual,awd,publico,mixto,,no,si,0,true,yes,0,1
José Hernández,73523145,3111927547,josé.hernández211@yahoo.com,"Transversal 35 #9-39, Medellín",LVD012,2372,CDA-51019,15-03-2021,2008.0,334205 km,3000,Kia,GSL,mecánica,fwd,Taxi,Rural,no,false,no,no,true,yes,,1
Lina Santana,495024767,3021531577,linasantana387@live.com,"Circular 2 #90-22, Medellín",LUO805,33,CDA-84289,2018-07-10,2016.0,199190,2400,Honda,GNV,mecánica,FWD,TAXI,mixto,0,false,,no,si,false,no,1
Laura García,164927596,3016924552,laura.garcía200@live.com,"Carrera 34 #1-92, Ibagué",,2304,CDA-89742,2021-01-19,2016.0,215012,4000,Honda,gnv,Mecanica,AWD,Escolar,Rural,1,false,no,yes,0,0,0,1
Patricia Díaz,839439400,3163044720,patricia_díaz814@correo.com,"Circular 42 #8-45, Bucaramanga",FKT941,1958,CDA-51176,21/01/2023,2011.0,630.930 km,,Mitsubishi,gnv,manul,AWD,carga,mixto,0,no,,si,false,false,false,1
Alejandro Zapata,166718734,3043944480,alejandrozapata914@outlook.com,"Diagonal 111 #74-91, Pereira",DPS202,1279,CDA-38065,2024/08/19,2018.0,158642,2200cc,Mazda,GNV,manul,FWD,Carga,Mixto,0,no,0,0,no,false,false,1
Ernesto Pineda,477620144,3245678825,ernesto_pineda646@gmail.com,"Circular 82 #98-82, Pereira",NFK729,171,CDA-62435,22-12-2023,2016.0,146k,1100,Nissan,Electrico,Manual,4x4,Taxi,Urbano,no,true,no,no,0,0,no,0
Catalina Ortiz,,3249900345,catalina_ortiz238@live.com,"Circular 100 #36-85, Montería",BDW674,315,CDA-75797,2018/01/23,2020.0,139.164,1300 cc,Peugeot,nafta,manual,AWD,Publico,mixto,false,true,no,si,0,no,no,1
Laura García,783166100,3162379009,laura_garcía457@outlook.com,"Carrera 66 #20-96, Bogotá",PAR636,3171,CDA-24816,04-10-2022,2010.0,229075,2500,Renault,gas,CVT,RWD,publico,Suburbano,no,no,1,no,0,false,,1
Jhon Morales,428836193,3138058048,,"Diagonal 98 #70-69, Bucaramanga",MCD-602,558,CDA-18273,2021/12/17,2020.0,87k,4000,Peugeot,Gas,CVT,4x4,TAXI,RURAL,0,0,no,0,no,0,,1
Sandra Castro,490958600,3231892572,sandracastro510@live.com,"Carrera 3 #72-58, Cúcuta",XMS039,185,CDA-13614,2023/07/04,2011.0,303.212 km,1300 cc,Fiat,Diesel,automatica,rwd,TAXI,Mixto,false,true,no,no,no,0,no,1
Ricardo Peña,831217812,3137257295,ricardo-peña308@hotmail.com,"Carrera 16 #89-3, Manizales",QGB-561,3181,CDA-67262,28/05/2023,2003.0,679.1k km,2500,Kia,Gas,manul,4x2,público,rural,no,yes,false,si,no,1,false,1
Iván Salcedo,423636714,3162417232,ivánsalcedo642@correo.com,"Calle 9 #9-41, Cali",PLV899,790,CDA-65269,24-10-2022,2006.0,225770,3000,Toyota,Diesel,automatica,4X2,Publico,Mixto,0,no,yes,si,si,no,0,1
Darío Acosta,1085462677,3509562069,darío.acosta930@hotmail.com,"Calle 19 #28-65, Medellín",UUX675,1193,CDA-36489,24-09-2019,2003.0,430284,2000,Kia,gasolina,automatica,awd,taxi,urbano,0,,no,no,true,no,false,1
Ricardo Peña,571999791,3007208506,ricardopeña652@correo.com,"Calle 26 #48-33, Neiva",JVV 049,694,CDA-89647,2018-11-12,2003.0,622009 km,3000cc,Suzuki,nafta,semiautomatica,4X4,taxi,Mixto,no,true,false,1,false,0,no,1
Andrés Torres,395589038,3177139004,andréstorres740@live.com,"Circular 59 #90-26, Cartagena",SPJ509,1000,CDA-96335,23-11-2022,2014.0,292943,1400,Peugeot,Diesel,AUTOMATICA,rwd,público,rural,,no,no,false,no,true,no,0
Omar Leal,764587758,3502386807,omar-leal634@live.com,"Diagonal 23 #97-64, Bogotá",XVB 993,1386,CDA-57751,2020/02/22,2015.0,245202,2200cc,Suzuki,Gas,Automática,4x2,Taxi,Rural,false,no,false,yes,no,no,no,0
Carlos Martínez,806606983,3155497120,carlos.martínez699@hotmail.com,"Calle 86 #18-24, Cartagena",UXJ-908,258,CDA-16655,31-03-2019,1996.0,551389,4000,Suzuki,GAS,tiptronic,fwd,taxi,RURAL,,1,si,1,yes,0,no,1
Carlos Martínez,301529274,3508727886,carlos_martínez474@outlook.com,"Calle 107 #67-39, Ibagué",INF678,77,CDA-46760,2021/10/21,1995.0,743932,1600,Renault,GSL,autom,AWD,Taxi,urbano,1,si,,1,true,true,0,1
Xiomara Pacheco,932680560,3196232646,xiomarapacheco594@outlook.com,"Transversal 62 #74-97, Armenia",PKF590,528,CDA-44061,12/05/2022,2023.0,25360,1100,Suzuki,,semiautomatica,fwd,público,Urbano,no,false,0,no,no,false,false,0
Gustavo Barrera,1085039632,3178443880,gustavobarrera955@correo.com,"Carrera 116 #83-17, Villavicencio",ELC318,2212,CDA-59580,16/12/2022,2024.0,0,2500,Ford,gas,Automatio,4X2,Carga,URBANO,no,0,0,false,false,0,0,1
Gustavo Barrera,170983707,3173874971,gustavo_barrera775@correo.com,"Carrera 25 #41-54, Cali",UWH 415,806,CDA-13678,11/02/2019,2003.0,285783,1400,Mitsubishi,nafta,manul,RWD,PARTICULAR,Urbano,no,si,no,no,no,1,no,1
Jhon Morales,313161012,3185964201,jhon_morales126@outlook.com,"Circular 112 #21-91, Bucaramanga",GZD 859,2874,CDA-84309,2023-10-16,2016.0,164k,1100 cc,Renault,GAS,,rwd,escolar,RURAL,no,si,true,yes,no,no,0,1
Patricia Mejía,1054095261,3128889104,patricia.mejía885@yahoo.com,"Diagonal 33 #63-32, Ibagué",IOV407,3039,CDA-55100,19/12/2018,2019.0,88897,2200,Fiat,gnv,manual,fwd,público,Suburbano,no,,0,0,1,no,no,1
Sandra Castro,962159950,3187685752,,"Avenida 106 #7-75, Pereira",EMH076,310,CDA-85356,27/02/2022,2022.0,46k,3500,Toyota,eléctrico,Manual,FWD,PUBLICO,Urbano,no,false,no,no,no,false,no,0
Guillermo Ávila,27072953,3155864489,guillermoávila728@live.com,"Transversal 84 #5-60, Cúcuta",XFF669,2953,CDA-16388,04-09-2024,2004.0,570.000,2400,Peugeot,Híbrido,Tiptronic,4x2,taxi,suburbano,no,true,,0,no,no,no,1
Patricia Mejía,748221376,3504270889,patricia.mejía881@yahoo.com,"Diagonal 7 #87-44, Barranquilla",JMT915,2811,CDA-55921,23/07/2018,2006.0,434236,2400 cc,Ford,Gas,MANUAL,rwd,Escolar,RURAL,false,1,yes,no,no,false,false,1
Ricardo Peña,1053862109,3228347591,ricardo.peña678@correo.com,"Circular 64 #5-38, Medellín",ARB-176,3169,CDA-97128,04-07-2022,2022.0,48550,1400,Volkswagen,GASOLINA,manul,FWD,público,Suburbano,no,no,,,false,0,0,0
Sandra Castro,462919441,3194402055,sandra-castro482@correo.com,"Circular 2 #72-84, Medellín",MFU172,2844,CDA-64857,23/05/2020,1996.0,454.766,1400,Mazda,Electrico,AUTOMATICA,AWD,publico,RURAL,1,si,1,no,1,no,0,1
Jhon Morales,700335196,3046685849,jhon.morales130@correo.com,"Circular 55 #82-97, Bucaramanga",TCF079,2903,CDA-94336,28-02-2018,2006.0,373072,1300,Toyota,gasolina,mecánica,4X2,TAXI,Rural,no,no,no,0,si,1,no,1
Patricia Mejía,807072474,3152794003,,"Circular 59 #34-91, Barranquilla",QTG-815,2712,CDA-33994,03-02-2018,2006.0,,,Volkswagen,hibrido,Tiptronic,RWD,particular,suburbano,true,1,0,si,si,si,no,1
Diana Herrera,135430381,3504229215,dianaherrera242@outlook.com,,NBA 285,1510,CDA-22093,2019/11/16,2019.0,180407,1800,Renault,GASOLINA,,4x4,,rural,0,0,no,no,true,no,no,1
,864316313,3131741632,ingrid_bermúdez417@gmail.com,"Transversal 44 #28-29, Manizales",ZDX 467,3005,CDA-50333,15/04/2018,2022.0,58348 km,3000 cc,Kia,,manul,AWD,publico,RURAL,no,,no,no,0,false,,0
,597556703,3053754552,mónica-aguirre46@yahoo.com,"Diagonal 21 #37-51, Bucaramanga",OYW129,2258,CDA-65710,2018/04/18,2005.0,415.041,1450,Volkswagen,GASOLINA,mecánica,AWD,,URBANO,no,true,true,si,,false,no,1
Ana Gómez,67469287,3247390274,ana-gómez397@outlook.com,"Calle 75 #87-51, Medellín",EFE360,464,CDA-84174,11-10-2019,1998.0,415035,2400cc,Chevrolet,Gas,Automática,RWD,particular,urbano,false,no,si,1,no,false,0,1
Ana Gómez,921637356,3153220298,ana_gómez566@hotmail.com,"Avenida 11 #58-86, Medellín",XWX017,193,CDA-18514,2020-08-28,2005.0,,,Nissan,Electrico,mecánica,RWD,PARTICULAR,Urbano,false,,no,1,0,yes,no,1
Mónica Aguirre,159935535,3106379353,mónica-aguirre865@correo.com,"Transversal 58 #36-43, Pasto",GGB-599,2009,CDA-75369,23/04/2024,2013.0,329387,2000,Chevrolet,eléctrico,AUTOMATICA,4x2,taxi,RURAL,false,0,0,no,0,no,false,1
Roberto Nieto,725157452,3041827509,robertonieto636@correo.com,"Transversal 119 #93-14, Montería",NNU-376,737,CDA-48661,2022-07-23,2015.0,145369,1100,Hyundai,nafta,CVT,4x4,PARTICULAR,RURAL,no,true,1,false,no,false,1,1
Claudia Vargas,1009859218,3157739613,claudia-vargas202@yahoo.com,"Circular 10 #89-60, Cúcuta",WMB612,1189,CDA-26282,2021/04/23,1995.0,844636,1300,Renault,Gasolina,Tiptronic,rwd,escolar,mixto,false,yes,true,no,no,true,no,1
Ingrid Bermúdez,257222528,3118752175,ingrid-bermúdez515@gmail.com,"Transversal 7 #20-22, Montería",NSI522,1196,CDA-47969,,2013.0,186803,2050,Renault,Gas,MANUAL,rwd,PARTICULAR,URBANO,1,si,0,no,yes,,no,1
Mauricio Ruiz,446108990,3157547783,mauricio.ruiz534@yahoo.com,"Transversal 108 #80-40, Ibagué",BEJ831,458,CDA-39840,26/12/2018,2014.0,172.4k km,1600,Hyundai,gas,mecánica,4x4,taxi,URBANO,no,yes,yes,false,,,no,1
Ingrid Bermúdez,558577334,3045546346,ingrid.bermúdez5@gmail.com,"Avenida 5 #57-48, Manizales",GWD737,545,CDA-73736,11/08/2022,2012.0,77.551 km,1500 cc,Peugeot,Gasolina,AUTOMATICA,fwd,TAXI,Suburbano,0,false,false,si,,yes,false,0
Yolanda Cárdenas,266422083,3055476938,yolandacárdenas469@outlook.com,"Avenida 98 #27-59, Cali",XOM547,2025,CDA-67561,2018/08/15,2024.0,0k,1300,Suzuki,diesel,Manual,fwd,Escolar,mixto,0,0,0,,no,false,false,0
Claudia Vargas,221727219,3223434703,claudia-vargas784@hotmail.com,"Avenida 82 #92-59, Manizales",AST939,1676,CDA-92439,06-08-2024,2023.0,22582 km,1200,Kia,diesel,automatica,awd,carga,Mixto,yes,no,,,no,0,no,0
Patricia Mejía,364405759,3138388081,patricia_mejía726@hotmail.com,"Carrera 109 #2-39, Pasto",QZL179,462,CDA-14254,03-02-2024,2020.0,101057,2450,Mazda,GSL,MANUAL,rwd,publico,Suburbano,0,no,false,yes,no,no,no,1
Felipe Ramos,113801807,3502002539,felipe-ramos827@correo.com,"Avenida 24 #57-92, Cartagena",RBV685,1653,CDA-62241,2023-09-28,1997.0,714362 km,1100,Fiat,gasolina,Automática,FWD,PUBLICO,Urbano,1,0,1,yes,,no,0,1
Guillermo Ávila,802281103,3138630156,guillermo_ávila630@correo.com,"Carrera 16 #16-35, Pasto",ZID 490,1341,CDA-83239,2023-08-21,2006.0,471.677,4000,Kia,gasolina,tiptronic,4x4,Publico,Suburbano,yes,no,no,false,true,false,no,1
Mónica Aguirre,1093340605,3247086146,mónica_aguirre173@hotmail.com,"Diagonal 69 #77-55, Cali",LYR 634,2647,CDA-49048,2018-03-11,2009.0,333317,1000,hiunday,,MANUAL,4x4,Taxi,suburbano,true,0,no,no,no,,no,1
Ricardo Peña,136370708,3195835370,ricardo-peña807@yahoo.com,"Avenida 113 #72-90, Villavicencio",SBY-129,3192,CDA-41100,08-05-2021,2008.0,485k,1500,Volkswagen,eléctrico,mecánica,4x2,Publico,Urbano,true,si,si,yes,true,,no,1
Mónica Aguirre,869426802,3224622530,mónicaaguirre118@gmail.com,"Diagonal 117 #92-72, Medellín",RLA 510,3013,CDA-44244,2020-10-28,2023.0,342722,4050,Hyundai,gnv,MANUAL,4X2,Carga,Mixto,1,0,0,false,false,no,no,1
Guillermo Ávila,425747708,3502079308,guillermo_ávila412@yahoo.com,"Carrera 81 #68-19, Pereira",BUL 386,1079,CDA-80406,2023-09-06,2013.0,398k,2500,Honda,Híbrido,Tiptronic,4x2,taxi,urbano,false,si,false,yes,0,false,false,1
Luis Rodríguez,167115912,3151911397,luis-rodríguez884@correo.com,"Transversal 57 #83-53, Villavicencio",SFH044,230,CDA-68854,2022/07/10,1995.0,872812,2000cc,Fiat,diesel,semiautomatica,4x2,carga,URBANO,,yes,1,no,si,1,,1
Catalina Ortiz,36466145,,catalinaortiz92@hotmail.com,"Calle 84 #58-22, Cali",FVO740,292,CDA-25722,05-11-2020,2010.0,178940,1600cc,Chevrolet,gas,MANUAL,4x2,Particular,URBANO,si,true,yes,true,0,,0,1
Viviana Suárez,848628706,3018221267,,"Circular 13 #62-30, Armenia",PDS-333,415,CDA-34638,28-02-2022,2008.0,439877,2000 cc,Peugeot,Gas,autom,4x2,escolar,URBANO,no,false,false,si,no,false,no,1
Iván Salcedo,516120301,3018012394,iván_salcedo404@hotmail.com,"Carrera 87 #4-30, Villavicencio",IWT647,2439,CDA-96334,2023-05-27,2005.0,412761,2500,Kia,gasolina,automatica,RWD,escolar,Suburbano,no,no,no,true,no,no,0,1
Marcela Fuentes,351593121,3022815385,marcela-fuentes864@yahoo.com,"Avenida 51 #98-98, Pereira",GQJ-323,394,CDA-20015,04-02-2019,2015.0,348623,2100,Peugeot,diesel,manul,4X4,publico,RURAL,false,no,false,no,no,0,no,0
Sebastián Cruz,801168180,3027229977,sebastián-cruz758@hotmail.com,"Calle 65 #64-70, Pereira",IOX535,3031,CDA-43512,11/05/2024,1995.0,183788,,Kia,Gas,CVT,awd,PUBLICO,URBANO,no,false,true,si,no,no,,0
José Hernández,1018375343,3025434520,josé_hernández533@hotmail.com,"Avenida 13 #95-58, Pereira",EBP 016,1201,CDA-60220,2022-01-22,2013.0,171.198,1400,Nissan,Híbrido,mecánica,awd,particular,rural,yes,no,,,,no,no,0
Mónica Aguirre,1094822453,3118403323,mónica-aguirre870@hotmail.com,"Carrera 44 #10-58, Pereira",CIK272,2574,CDA-82053,17/03/2021,2012.0,295481,1350,Suzuki,Diesel,,4x2,taxi,Mixto,true,1,si,0,no,si,false,0
Laura García,1060080762,3026576326,laura-garcía838@yahoo.com,"Avenida 12 #82-79, Neiva",AJU078,1869,CDA-72538,12-11-2020,2007.0,285.901,1400,Chevrolet,GSL,semiautomatica,fwd,PUBLICO,Mixto,1,,,0,false,0,,1
Mónica Aguirre,819225041,3108711874,mónica_aguirre560@yahoo.com,"Circular 88 #83-89, Bucaramanga",EGO292,27,CDA-74094,29-11-2021,2002.0,360086,4100,Suzuki,nafta,Automatio,4X2,escolar,Urbano,no,0,no,,si,no,0,0
Mónica Aguirre,82538847,3001532363,mónica.aguirre733@yahoo.com,"Avenida 49 #18-98, Pereira",SFJ849,1993,CDA-93400,2020-07-28,2023.0,33916,2400,Dodge,eléctrico,tiptronic,FWD,escolar,Suburbano,1,0,1,no,false,no,,1
Natalia Reyes,548639596,3168219513,natalia_reyes583@live.com,"Transversal 89 #5-23, Ibagué",JFP-031,2513,CDA-91007,2023/06/08,2003.0,611.449,1050,Toyota,GNV,CVT,4x2,escolar,RURAL,false,si,no,false,1,,,1
Sandra Castro,754595777,3004229642,sandracastro255@gmail.com,"Diagonal 19 #56-53, Neiva",FXD318,1872,CDA-28154,2024/03/14,2022.0,46776 km,1100,Renault,DIESEL,mecánica,4X4,PUBLICO,urbano,false,false,no,false,false,false,no,0
José Hernández,1072157765,3004626151,joséhernández193@outlook.com,"Carrera 105 #76-98, Cúcuta",IYS681,145,CDA-60538,16/12/2024,2005.0,512033,1200 cc,Hyundai,gasolina,tiptronic,4X2,escolar,suburbano,no,si,no,no,false,no,0,1
Lina Santana,820090548,3188161079,lina.santana449@gmail.com,"Avenida 46 #25-44, Manizales",GCA478,153,CDA-11952,2020-10-20,1997.0,537294,1000,Dodge,nafta,mecánica,RWD,taxi,mixto,,,no,no,,,no,0
Patricia Díaz,617981604,3177755292,patricia.díaz999@live.com,"Calle 22 #84-48, Cartagena",KLS 162,2383,CDA-49388,07-12-2020,2003.0,347487,2500,Hyundai,GSL,manul,fwd,PARTICULAR,mixto,1,true,no,si,0,si,no,1
Camilo Rojas,375592382,3113007491,camilo.rojas193@yahoo.com,"Transversal 84 #13-3, Villavicencio",FOW850,1554,CDA-57066,2019/11/09,2021.0,56.395,1400,Mazda,gas,semiautomatica,FWD,carga,Suburbano,no,no,false,no,false,no,false,0
Jhon Morales,48409720,3146731847,jhon_morales370@outlook.com,"Calle 77 #35-36, Bogotá",WMS381,2772,CDA-38846,08/12/2018,1996.0,543218 km,1400,Fiat,gasolina,Manual,4X2,TAXI,Urbano,no,,false,0,no,1,0,1
Camilo Rojas,806918185,3011812114,camilo.rojas472@hotmail.com,"Transversal 4 #4-61, Bucaramanga",CEL-893,1633,CDA-69543,29/11/2023,2012.0,242.1k km,1600,Mazda,Híbrido,AUTOMATICA,4x4,carga,Rural,0,1,0,si,,false,false,1
Ricardo Peña,,3223627742,ricardo.peña270@gmail.com,"Diagonal 103 #90-51, Manizales",VSX176,2154,CDA-30493,2024-08-07,1800.0,294032 km,2300,Toyota,Gas,Mecanica,rwd,escolar,Rural,no,true,no,true,false,false,0,1
Diana Herrera,74982492,3206304154,dianaherrera734@correo.com,"Transversal 88 #81-58, Montería",GUH117,496,CDA-43175,2021/01/25,2021.0,87.125,1600,Fiat,Híbrido,mecánica,rwd,PUBLICO,RURAL,no,true,,false,si,false,0,0
Fabio Arévalo,478044008,3125528979,fabio.arévalo890@hotmail.com,"Calle 37 #4-47, Armenia",LCS-360,1579,CDA-98714,2023-08-29,2000.0,467773,2000,Peugeot,Híbrido,manul,awd,Taxi,URBANO,yes,1,no,true,true,0,yes,1
Omar Leal,1090479657,3018247800,omarleal993@gmail.com,"Calle 87 #92-16, Ibagué",CVV698,322,CDA-29039,2022-03-31,2007.0,500.882,2000,Volkswagen,GNV,manul,FWD,Escolar,rural,,no,true,false,no,false,1,0
Camilo Rojas,183201859,3101609114,camilorojas923@correo.com,"Circular 77 #62-42, Bogotá",YCI998,1895,CDA-93626,2022/02/20,2022.0,48674,3000,Renault,diesel,manual,awd,carga,mixto,no,no,no,no,false,false,no,0
Claudia Vargas,1035586460,3166532337,claudia-vargas946@live.com,"Diagonal 36 #69-91, Cartagena",CRS 256,388,CDA-68164,2019-05-08,2001.0,539183,1500,Volkswagen,hibrido,CVT,FWD,PARTICULAR,Rural,no,yes,yes,no,no,true,no,1
Carlos Martínez,382925545,3059096593,carlos_martínez81@correo.com,"Avenida 17 #35-28, Neiva",AGC-898,1214,CDA-40448,14/06/2022,2017.0,221983 km,1400 cc,Volkswagen,nafta,semiautomatica,RWD,PUBLICO,,yes,,0,1,false,no,no,1
Laura García,462239813,3172370844,laura.garcía796@correo.com,"Avenida 77 #55-36, Armenia",RLI-027,2944,CDA-91444,22/09/2020,2017.0,164k,2500,Mazda,DIESEL,Tiptronic,4x2,carga,suburbano,no,0,no,,no,0,no,1
Xiomara Pacheco,1094339568,3113133620,xiomarapacheco101@hotmail.com,"Avenida 18 #58-1, Medellín",ZVD271,788,CDA-31767,2020-07-01,1998.0,443724,1800 cc,hiunday,gasolina,CVT,4X2,PARTICULAR,rural,no,yes,1,no,no,no,0,1
Catalina Ortiz,831489854,3014701218,catalina_ortiz246@live.com,"Transversal 22 #21-75, Cúcuta",ZKB 315,1095,CDA-35446,2022/02/16,2024.0,0,1600,Honda,Electrico,mecánica,rwd,Particular,Urbano,no,no,no,no,false,false,0,0
Jhon Morales,842119702,3057835795,jhon_morales720@live.com,"Calle 47 #30-2, Cali",BNA389,323,CDA-77755,2021-09-16,1995.0,547037,1600cc,Toyota,eléctrico,MANUAL,FWD,PUBLICO,,,true,0,si,0,yes,false,1
,901233744,3184682976,alejandro_zapata505@hotmail.com,"Carrera 45 #35-66, Pasto",ZIR 292,2799,CDA-78581,21/06/2020,2001.0,,1800cc,Kia,GSL,AUTOMATICA,FWD,PARTICULAR,mixto,si,yes,si,true,si,false,no,1
Claudia Vargas,332857300,3214022205,claudia-vargas856@yahoo.com,"Circular 22 #10-3, Pereira",BQN474,2685,CDA-48796,12/03/2018,2015.0,247616,3900,Kia,GNV,Mecanica,awd,publico,Rural,no,,0,,no,0,false,0
Jhon Morales,,3177399506,jhonmorales643@hotmail.com,"Carrera 4 #51-33, Cali",DDP-787,2207,CDA-73582,24/05/2019,2014.0,361.308,1300,Suzuki,DIESEL,mecánica,RWD,TAXI,urbano,0,false,1,no,true,0,0,0
Catalina Ortiz,732776386,3012780256,catalina_ortiz664@yahoo.com,"Carrera 33 #78-46, Montería",YWL-969,1955,CDA-25072,27-12-2023,2013.0,225857,2500,Kia,gas,Mecanica,4x4,público,URBANO,false,0,no,si,0,false,false,1
María López,1038846023,3127680188,maríalópez297@hotmail.com,"Diagonal 59 #69-3, Medellín",IGS754,2982,CDA-18149,22/01/2019,2012.0,414511,3500,Peugeot,gnv,automatica,FWD,carga,suburbano,0,no,0,no,0,true,yes,1
Viviana Suárez,400014583,3043724178,,"Diagonal 81 #48-34, Ibagué",UIX089,179,CDA-88447,27/11/2019,2017.0,96663,1550,Mazda,gas,tiptronic,fwd,particular,,false,,0,yes,si,false,no,1
Ana Gómez,911783286,3057308560,ana.gómez388@outlook.com,"Calle 29 #49-67, Neiva",IQA 304,1809,CDA-56702,23/05/2021,2008.0,210k,2250,Renault,Gasolina,Manual,4x4,TAXI,Urbano,no,yes,1,0,true,1,no,1
Ingrid Bermúdez,221648277,3167662764,ingrid.bermúdez562@hotmail.com,"Calle 34 #98-71, Cartagena",YXN553,239,CDA-58784,03/01/2022,2017.0,140256,3000cc,Suzuki,Gas Natural,Automática,,escolar,urbano,no,,no,,no,0,false,1
Sebastián Cruz,134010003,3129416307,,"Avenida 47 #47-24, Armenia",DIK041,1382,CDA-40336,2022-03-12,1999.0,320.109 km,1000,Mazda,Gas,manual,RWD,PARTICULAR,mixto,,true,false,0,true,si,0,1
Andrés Torres,964343740,3168723809,andréstorres767@live.com,"Carrera 6 #95-61, Bogotá",YSA572,3180,CDA-86076,12-06-2024,2001.0,663.945,1100,Volkswagen,,mecánica,FWD,Escolar,RURAL,si,1,no,true,true,yes,0,1
Guillermo Ávila,54729798,3131523545,guillermo.ávila529@yahoo.com,"Transversal 52 #91-39, Cali",YPL328,1398,CDA-64981,18-10-2019,2016.0,85021,1400cc,Nissan,gasolina,tiptronic,FWD,Particular,Suburbano,0,,no,false,false,0,,0
María López,734984587,3234217256,maríalópez503@correo.com,"Carrera 103 #53-24, Pereira",IIK 379,757,CDA-55510,23-10-2024,2020.0,275.993,2000,Peugeot,Gas,Automática,AWD,público,mixto,no,false,false,no,false,0,no,1
Darío Acosta,528542587,3504436715,darío.acosta351@gmail.com,"Calle 40 #35-95, Medellín",HHG399,1451,CDA-60658,2019-08-14,1998.0,710k,2000,Ford,eléctrico,autom,4X4,TAXI,RURAL,yes,yes,yes,1,true,,yes,1
Adriana Parra,617108164,3049350675,adriana-parra797@yahoo.com,"Carrera 46 #91-53, Bucaramanga",OXR420,52,CDA-85255,2019-09-03,2002.0,486461,4000,Chevrolet,Gasolina,tiptronic,4x4,Publico,URBANO,1,0,1,1,true,1,false,1
,221831436,3248185102,ivánsalcedo492@hotmail.com,"Calle 82 #74-3, Armenia",AVF420,2382,CDA-21811,21/11/2021,2022.0,21k,1650,Kia,gas,semiautomatica,RWD,particular,Mixto,0,,false,0,0,,no,0
Héctor Montoya,1085453606,3205396971,héctor-montoya479@hotmail.com,"Avenida 82 #25-53, Bucaramanga",YIL 006,296,CDA-28283,2021-09-21,1995.0,574k,2400,Ford,Electrico,Automatio,FWD,Taxi,RURAL,true,si,si,1,1,si,false,1
Fabio Arévalo,459526223,3126284171,,"Transversal 35 #57-51, Villavicencio",FGK646,2374,CDA-13844,2022-07-01,2024.0,0k,1800,Ford,eléctrico,,fwd,PARTICULAR,URBANO,0,0,0,0,no,no,0,0
Mónica Aguirre,572987343,3507232293,mónica-aguirre483@gmail.com,"Transversal 42 #79-29, Villavicencio",VXH419,15,CDA-22739,11/01/2024,2018.0,43427,2400,Kia,diesel,manul,fwd,PARTICULAR,urbano,false,no,no,false,0,no,false,1
